,Date,Price,Open,High,Low,Vol.,Change %
6766,1997-01-27,371.5,375.5,376,371,5.99K,-0.93%
6767,1997-01-24,375,376,379.5,374.5,4.59K,-0.20%
6768,1997-01-23,375.75,379,379.5,374,9.33K,-0.92%
6769,1997-01-22,379.25,382,385,378.5,7.34K,-0.78%
6770,1997-01-21,382.25,377,382.75,375,9.04K,1.26%
6771,1997-01-20,377.5,378.5,385.5,375,12.47K,-0.79%
6772,1997-01-17,380.5,388.25,388.25,379.25,10.28K,-1.74%
6773,1997-01-16,387.25,390,390.5,382.5,11.23K,-0.77%
6774,1997-01-15,390.25,388,391,386,6.88K,0.58%
6775,1997-01-14,388,391,392,387,8.02K,-0.77%
6776,1997-01-13,391,388,391.5,384,10.55K,1.03%
6777,1997-01-10,387,389,399.75,385.5,16.23K,-0.58%
6778,1997-01-09,389.25,394,395,388,8.76K,-1.46%
6779,1997-01-08,395,393.5,397.5,393.5,7.84K,0.64%
6780,1997-01-07,392.5,388,393,387,6.90K,1.03%
6781,1997-01-06,388.5,385.5,394.5,384.25,9.92K,1.17%
6782,1997-01-03,384,389.5,391,383,6.67K,-1.35%
6783,1997-01-02,389.25,381,391,381,7.31K,8.20%
6784,1996-12-31,381.25,381.5,386,380.25,4.54K,-0.20%
6785,1996-12-30,382,388.75,389,381.5,7.46K,-1.93%
6786,1996-12-27,389.5,394,396,389,3.32K,-1.14%
6787,1996-12-26,394,393,398.5,392,4.57K,0.57%
6788,1996-12-24,391.75,390.5,392.5,386.5,2.98K,0.32%
6789,1996-12-23,390.5,393,393,389.5,5.22K,-0.70%
6790,1996-12-20,393.25,400,400,392,8.58K,-2.42%
6791,1996-12-19,403,409,414,402,8.76K,0.25%
6792,1996-12-18,402,405,416,401,0.46K,-0.62%
6793,1996-12-17,404.5,406,409,402,0.26K,-2.24%
6794,1996-12-16,413.75,403,414,403,0.29K,1.91%
6795,1996-12-13,406,403,407.5,398.5,0.16K,0.50%
6796,1996-12-12,404,400.5,407,398,0.47K,1.25%
6797,1996-12-11,399,392.25,400,392.25,0.23K,1.40%
6798,1996-12-10,393.5,388,396,388,0.26K,0.90%
6799,1996-12-09,390,389,393,387,0.26K,-0.26%
6800,1996-12-06,391,387,392,384,0.48K,1.62%
6801,1996-12-05,384.75,380,386,377,1.20K,1.72%
6802,1996-12-04,378.25,385,387.5,377,1.52K,-1.75%
6803,1996-12-03,385,390,391,384.5,1.45K,-2.10%
6804,1996-12-02,393.25,395.5,398,391,1.03K,3.15%
6805,1996-11-29,396,403,407,393,1.65K,-1.12%
6806,1996-11-27,400.5,413,414,400,3.96K,-3.03%
6807,1996-11-26,413,420,420,406.5,5.66K,-0.66%
6808,1996-11-25,415.75,411.25,422.5,411.25,4.72K,1.34%
6809,1996-11-22,410.25,408,412,404,5.09K,0.49%
6810,1996-11-21,408.25,414.75,421,407.5,7.21K,-1.21%
6811,1996-11-20,413.25,398,415,398,8.42K,3.90%
6812,1996-11-19,397.75,394.5,399,392.25,5.15K,0.95%
6813,1996-11-18,394,396,396,391,5.10K,-0.82%
6814,1996-11-15,397.25,396,402.5,395,8.11K,0.13%
6815,1996-11-14,396.75,400.75,404.5,395,10.14K,-1.00%
6816,1996-11-13,400.75,395.5,402,393,11.78K,2.36%
6817,1996-11-12,391.5,384.25,396,381.5,13.62K,2.09%
6818,1996-11-11,383.5,379.75,387,378,7.18K,1.25%
6819,1996-11-08,378.75,376,381,373,7.86K,1.00%
6820,1996-11-07,375,369,378.5,369,10.11K,1.49%
6821,1996-11-06,369.5,368.75,374.5,368.75,7.34K,0.20%
6822,1996-11-05,368.75,379,379.5,368,11.44K,-2.90%
6823,1996-11-04,379.75,373.5,382,373.5,9.67K,1.33%
6824,1996-11-01,374.75,371.5,375.25,370.5,7.56K,0.94%
6825,1996-10-31,371.25,380.5,380.5,370,11.89K,-2.56%
6826,1996-10-30,381,385,385.5,380,6.34K,-0.91%
6827,1996-10-29,384.5,382,387.5,379,9.10K,0.59%
6828,1996-10-28,382.25,388.5,390,380,8.94K,-1.92%
6829,1996-10-25,389.75,385,391.5,381,11.25K,1.50%
6830,1996-10-24,384,399,399,382,13.70K,-3.64%
6831,1996-10-23,398.5,399.75,405,398,9.30K,-0.25%
6832,1996-10-22,399.5,400,401.5,392,15.14K,-0.25%
6833,1996-10-21,400.5,404.5,406,400,10.20K,-1.05%
6834,1996-10-18,404.75,408,413,402.5,13.24K,-1.52%
6835,1996-10-17,411,417,417.5,409,16.36K,-1.50%
6836,1996-10-16,417.25,420.75,424,417,11.11K,-1.07%
6837,1996-10-15,421.75,430.25,433,421,11.43K,-1.80%
6838,1996-10-14,429.5,423.75,430,421.75,7.91K,1.18%
6839,1996-10-11,424.5,423.5,430,419.5,12.27K,0.12%
6840,1996-10-10,424,427.5,428.5,422.5,6.78K,-0.70%
6841,1996-10-09,427,429.5,432.5,425,8.09K,-0.35%
6842,1996-10-08,428.5,423,429,419.5,9.64K,1.42%
6843,1996-10-07,422.5,421.75,423.5,418.5,5.56K,0.36%
6844,1996-10-04,421,420.5,423,413.5,11.68K,0.24%
6845,1996-10-03,420,423.5,425,417,13.24K,-0.59%
6846,1996-10-02,422.5,434.5,439,421.5,13.99K,-2.59%
6847,1996-10-01,433.75,435,438,432,10.92K,-0.52%
6848,1996-09-30,436,430,436.5,425,15.32K,1.04%
6849,1996-09-27,431.5,429.5,432,428,7.63K,0.52%
6850,1996-09-26,429.25,429,433.5,427,8.57K,-0.06%
6851,1996-09-25,429.5,429.5,432.5,427,7.06K,0.00%
