,Price US Soybean Meal,Volume US Soybean Meal,Price Feeder Cattle,Volume Feeder Cattle,Price Live Cattle,Volume Live Cattle,Price US Corn,Volume US Corn,Price US Soybean Oil,Volume US Soybean Oil,Price US Soybeans,Volume US Soybeans,Price US Wheat,Volume US Wheat,lag1,lag2,lag3
12/06/2006,-0.890497865,0.317627111,-0.188714911,0.438192671,-0.641632631,-0.645447061,-0.696008168,-0.227946857,-0.507260227,-0.550432347,-0.832924675,0.819206061,-0.564080114,0.952071162,-0.572753802,0.02464513,-0.820333561
13/06/2006,-0.888493171,-0.026352412,-0.174998346,0.791705081,-0.648502388,-0.639105131,-0.725472593,-0.046194205,-0.53173243,-0.649048422,-0.845668398,0.468600699,-0.585768192,0.928861219,-0.532659914,0.02464513,-0.820333561
14/06/2006,-0.910544809,0.115930027,-0.160335811,0.467169098,-0.642663095,-0.569343901,-0.764758493,-0.384902248,-0.543968531,-0.599404955,-0.864409168,0.130249908,-0.631855359,0.87186033,-0.492566026,0.094809434,-0.820333561
15/06/2006,-0.911547156,-0.155084142,-0.09104351,2.257912288,-0.548890908,-0.40551071,-0.794222918,-0.261761304,-0.543968531,-0.567874646,-0.855413599,-0.332723642,-0.630499854,-0.109783729,-0.46249561,0.13189628,-0.814319478
16/06/2006,-0.893504907,0.118535933,-0.085604183,0.861248506,-0.524846757,-0.578856796,-0.777853793,-0.337280235,-0.538930136,-0.671857582,-0.832175044,-0.271243081,-0.644054903,-0.256552486,-0.471516735,0.094809434,-0.820333561
19/06/2006,-0.923575323,-0.266095715,-0.070941648,0.687389944,-0.494619825,-0.736348057,-0.817139693,-0.339393638,-0.587874541,-0.463220853,-0.879401784,-0.021997563,-0.646765913,-0.383183204,-0.471516735,0.094809434,-0.796277228
20/06/2006,-0.929589406,-0.172804299,-0.08158381,0.223767111,-0.514542122,-0.764886742,-0.81550278,-0.431115325,-0.579957064,-0.433703116,-0.877152892,-0.402304683,-0.600678746,-0.404345211,-0.377296098,0.094809434,-0.796277228
21/06/2006,-0.921570628,0.02211743,-0.070941648,0.380239817,-0.521411879,-0.635934166,-0.79585983,-0.597369689,-0.566281421,-0.441753408,-0.874154369,-0.351209351,-0.573568648,-0.493771756,-0.385314876,0.230126306,-0.796277228
22/06/2006,-0.937608184,-0.134236898,-0.031920386,0.884429647,-0.491528435,-0.590483667,-0.812228955,-0.502689238,-0.563402338,-0.635631269,-0.883899569,-0.35204017,-0.608811776,-0.6719422,-0.394336001,0.262201416,-0.796277228
23/06/2006,-0.937608184,0.151891523,-0.024825611,0.142633116,-0.48259775,-0.756430835,-0.825324255,-0.516215017,-0.553325549,-0.592696379,-0.891395877,-0.309045318,-0.62101132,-0.74805716,-0.417389986,0.346398581,-0.753176299
26/06/2006,-0.983716155,0.171175223,0.02176341,0.513531382,-0.399473687,-0.726835162,-0.859699418,-0.057888368,-0.566281421,-0.528964902,-0.924379632,-0.18899206,-0.592545717,-0.736110866,-0.417389986,0.346398581,-0.752173951
27/06/2006,-0.971687988,0.087786248,0.031932588,0.212176541,-0.372681634,-0.680327675,-0.846604118,-0.21568912,-0.519496328,-0.565862073,-0.898892185,-0.340408712,-0.539681026,-0.68457114,-0.547695122,0.346398581,-0.752173951
28/06/2006,-0.975697377,0.377562937,0.02365535,0.467169098,-0.36684234,-0.767000718,-0.843330293,-0.115654715,-0.507260227,-0.494080305,-0.897392923,-0.239464277,-0.573568648,-0.743619965,-0.63088994,0.240149778,-0.752173951
29/06/2006,-0.978704419,0.173259948,-0.028372999,1.006130641,-0.449279427,-0.761715777,-0.825324255,-0.051829947,-0.481348484,-0.551103205,-0.887647723,-0.015766425,-0.562724609,-0.559647035,-0.599817177,0.233133347,-0.794272534
30/06/2006,-0.95665278,-0.183227921,-0.023643149,0.646822946,-0.425235277,-0.923434991,-0.784401443,-0.030273237,-0.440321556,0.155980758,-0.848666921,-0.121488065,-0.576279658,-0.808812599,-0.631892287,0.27523193,-0.804296006
3/07/2006,-0.945626961,-0.429225398,0.004262966,0.032522693,-0.363407461,-0.202568951,-0.735294068,-0.10466502,-0.443920409,-0.516889465,-0.82842689,-0.497433389,-0.507148908,-0.870592006,-0.631892287,0.27523193,-0.804296006
5/07/2006,-0.968680947,-0.579846735,0.024837813,0.217971826,-0.346233068,-0.033450818,-0.761484668,-0.156936519,-0.43384362,-0.58665866,-0.849416552,-0.571376226,-0.494949364,-0.899604435,-0.493568373,0.27523193,-0.804296006
6/07/2006,-0.950638697,-0.748709409,-0.003541287,0.322286963,-0.377146976,0.72018186,-0.725472593,-0.188637563,-0.379860821,-0.459866564,-0.807437227,-0.624548603,-0.475972296,-0.901652371,-0.539676345,0.748339809,-0.820333561
7/07/2006,-0.973692683,-0.794573346,-0.007088674,0.35126339,-0.398443224,0.373489688,-0.751663193,-0.41054487,-0.387058528,-0.411564814,-0.826927628,-0.700568486,-0.522059462,-0.939880512,-0.5557139,0.699224796,-0.830357033
10/07/2006,-0.968680947,-0.791446259,-0.049184338,1.695769604,-0.437257352,2.224276252,-0.710740381,-0.151300778,-0.36834449,-0.542382055,-0.823929105,-0.769111004,-0.516637443,-0.943635062,-0.5557139,0.699224796,-0.766206812
11/07/2006,-0.968680947,-0.790925078,-0.060299486,0.774319225,-0.44240967,1.505524188,-0.666543743,-0.087616903,-0.363306096,-0.455841419,-0.811935012,-0.821037153,-0.432596139,-0.965138392,-0.5557139,0.699224796,-0.766206812
12/07/2006,-0.9676786,-0.838873739,-0.058644038,0.687389944,-0.447561988,1.564715535,-0.638716231,0.066520617,-0.384899216,-0.5638495,-0.823929105,-0.819583221,-0.475972296,-0.963431778,-0.509605929,0.430595746,-0.766206812
13/07/2006,-0.99273728,-0.844606731,-0.036650236,0.461373813,-0.423517838,1.748631504,-0.691097431,-0.243445145,-0.379860821,-0.513535176,-0.840420983,-0.876701986,-0.55188057,-0.976743363,-0.481540207,0.313321123,-0.654946273
14/07/2006,-0.989730238,-0.882652951,-0.046819413,0.188995399,-0.444127109,1.732776679,-0.687823606,-0.27599155,-0.366904949,-0.575924938,-0.826927628,-0.89768015,-0.606100766,-0.976743363,-0.401352431,0.14993853,-0.88147674
17/07/2006,-1.013786571,-0.234303669,-0.06739426,0.246948253,-0.481223799,0.543664809,-0.640353143,0.678843892,-0.392816693,-0.605442674,-0.862909907,-0.646357586,-0.459706237,-0.444621288,-0.401352431,0.14993853,-0.919565934
18/07/2006,-1.003763099,-0.237430755,-0.06266441,0.235357682,-0.488780532,0.142009244,-0.676365218,0.938651559,-0.425206372,-0.602088386,-0.86590843,-0.657989043,-0.432596139,-0.146305257,-0.459488569,0.14993853,-0.919565934
19/07/2006,-1.014788918,-0.312480833,-0.011345539,0.345468105,-0.430387595,0.819538763,-0.681275956,1.292998783,-0.448239033,-0.58665866,-0.87565363,-0.500133548,-0.459706237,-0.02615967,-0.560725636,-0.281070767,-0.919565934
20/07/2006,-1.025814737,-0.389094454,-0.021751209,-0.060201873,-0.449279427,0.208599509,-0.697645081,0.437211491,-0.423766831,-0.654415283,-0.880151415,-0.546867083,-0.386508972,0.261575359,-0.531657567,-0.256012087,-0.94261992
21/07/2006,-1.037842904,-0.436000752,-0.013710464,-0.396328427,-0.434509449,0.643021712,-0.735294068,0.573455533,-0.441761097,-0.553786635,-0.901890708,-0.476662929,-0.382442458,0.224371185,-0.575760844,-0.323169349,-0.939612878
24/07/2006,-1.023810043,-0.419322957,-0.06739426,0.982949499,-0.489810995,0.455934778,-0.723835681,-0.094238899,-0.430964538,-0.580620941,-0.883149938,-0.607516826,-0.41904109,-0.184192075,-0.575760844,-0.323169349,-0.998751363
25/07/2006,-1.013786571,-0.267138078,-0.066684783,0.530917238,-0.495650289,-0.227936671,-0.718924943,0.377472635,-0.438162244,-0.645023276,-0.877152892,-0.499095025,-0.458350732,-0.09340024,-0.579770233,-0.323169349,-0.998751363
26/07/2006,-1.02481239,-0.11130493,-0.039488146,0.241152968,-0.434509449,-0.055647573,-0.740204806,0.041300676,-0.449678575,-0.578608368,-0.887647723,-0.525265805,-0.519348452,0.109686761,-0.567742066,-0.583779622,-0.998751363
27/07/2006,-1.050873417,-0.207202252,-0.047292398,-0.384737856,-0.462331966,0.006714738,-0.730383331,0.004668358,-0.461914676,-0.581962657,-0.910886278,-0.572622453,-0.48817184,-0.247336773,-0.566739719,-0.574758497,-0.966676252
28/07/2006,-1.064906278,-0.033648947,-0.048474861,-0.123950013,-0.466453821,-0.001741168,-0.735294068,-0.261902198,-0.423766831,-0.596050667,-0.90338997,-0.241541323,-0.484105325,-0.518005667,-0.543685734,-0.714084758,-1.001758404
31/07/2006,-1.076934445,-0.522516814,-0.044217996,-0.089178301,-0.45374477,-0.116952896,-0.718924943,0.495118731,-0.404333023,-0.567874646,-0.8943944,-0.470016382,-0.435307149,1.1015705,-0.543685734,-0.714084758,-1.014788918
1/08/2006,-1.091969653,-0.574113742,-0.042089563,-0.251446292,-0.452714306,-0.160289418,-0.707466556,0.574160001,-0.416569124,-0.616847254,-0.912385539,-0.570960817,-0.462417247,-0.140844094,-0.577765538,-0.714084758,-1.014788918
2/08/2006,-1.077936792,-0.704409016,-0.071651125,0.264334109,-0.481223799,-0.058818538,-0.664906831,1.332167184,-0.402893482,-0.59537981,-0.887647723,-0.674397707,-0.41361907,0.152352098,-0.547695122,-0.77422559,-1.014788918
3/08/2006,-1.078939139,-0.702845473,-0.056042621,0.026727408,-0.48259775,0.513012148,-0.679639043,0.19600177,-0.416569124,-0.625568404,-0.904889231,-0.708461261,-0.447506693,-0.182144139,-0.593803094,-0.822338255,-1.045861681
4/08/2006,-1.070920361,-0.756005945,-0.025535089,0.078884976,-0.415617617,1.103868623,-0.678002131,0.126400367,-0.427365684,-0.617518112,-0.900391447,-0.722377469,-0.443440178,-0.199551596,-0.575760844,-0.864436838,-1.056887501
7/08/2006,-1.114021291,-0.722129173,-0.004723749,-0.216674579,-0.395351833,0.458048755,-0.712377293,0.596562072,-0.446799492,-0.628251834,-0.943120402,-0.790919986,-0.459706237,0.469440877,-0.575760844,-0.864436838,-1.047866376
8/08/2006,-1.124044763,-0.779459094,-0.001885839,-0.320989717,-0.397756248,-0.172973278,-0.738567893,0.770565579,-0.456156511,-0.457853991,-0.960361911,-0.830799269,-0.508504413,0.674575814,-0.584781969,-0.864436838,-1.047866376
9/08/2006,-1.117028333,-0.824280668,-0.002831809,-0.222469865,-0.365124901,-0.120123861,-0.714014206,0.428476092,-0.432404079,-0.512864319,-0.946868556,-0.866109051,-0.486816335,0.35816968,-0.627882898,-0.707068327,-1.047866376
10/08/2006,-1.124044763,-0.864932794,0.0283852,0.362853961,-0.290588034,0.038424388,-0.720561856,0.286596309,-0.454716969,-0.559824354,-0.961861172,-0.896641627,-0.494949364,0.310725826,-0.621868815,-0.729119966,-1.007772488
11/08/2006,-1.110011902,-0.847733817,0.027202738,-0.22826515,-0.279252935,-0.365345153,-0.812228955,2.203311871,-0.505820686,-0.334416184,-0.979852312,-0.902457356,-0.564080114,0.561939327,-0.625878204,-0.819331214,-0.895509601
14/08/2006,-1.116025985,-0.888385943,-0.003541287,-0.535415277,-0.295396864,-0.590483667,-0.83514573,1.48095075,-0.536051053,-0.330391038,-0.983600466,-0.906196039,-0.562724609,-0.025135701,-0.625878204,-0.819331214,-0.945626961
15/08/2006,-1.103997819,-0.574113742,-0.013710464,-0.297808575,-0.31531916,-0.4879558,-0.833508818,0.434957194,-0.490705502,0.316315736,-0.963360434,-0.764541502,-0.547814055,-0.284882269,-0.786253756,-0.819331214,-0.945626961
16/08/2006,-1.111014249,-0.305184297,-0.012528001,-0.390533142,-0.309479867,-0.752202882,-0.836782643,0.36690562,-0.504381145,0.20964937,-0.976104158,-0.763295275,-0.576279658,-0.640881835,-0.775227937,-0.807303047,-0.945626961
17/08/2006,-1.097983736,-0.290591227,-0.014656434,-0.060201873,-0.337645872,-0.514380508,-0.853151768,0.509489871,-0.525254494,0.729564048,-0.97835305,-0.749586771,-0.619655815,-0.503328791,-0.786253756,-0.722103535,-0.83135938
18/08/2006,-1.110011902,-0.324467998,-0.020568746,-0.558596418,-0.335241457,-0.663415862,-0.851514855,-0.013084226,-0.524534723,0.164701907,-0.991846404,-0.765164616,-0.614233795,-0.587635496,-0.793270187,-0.697044855,-0.873457963
21/08/2006,-1.110011902,-0.467271618,0.004262966,-0.384737856,-0.322875893,-0.776513613,-0.840056468,-0.284867843,-0.502221833,0.270697416,-0.98809825,-0.734424336,-0.607456271,-0.687301721,-0.793270187,-0.697044855,-0.793270187
22/08/2006,-1.120035374,-0.399518076,-0.005433227,-0.529619991,-0.339363311,-0.712037325,-0.849877943,-0.113823099,-0.480628713,0.299544295,-0.985099727,-0.770357231,-0.639988388,-0.691397594,-0.803293659,-0.697044855,-0.793270187
23/08/2006,-1.106002513,-0.232740125,-0.007088674,-0.402123712,-0.334210993,-0.755373847,-0.823687343,0.109493144,-0.478469401,-0.171397775,-0.976104158,-0.669620501,-0.606100766,-0.735086898,-0.802291311,-0.654946273,-0.793270187
24/08/2006,-1.084953222,-0.286942959,0.001188563,-0.668706841,-0.30261011,-0.824078088,-0.79585983,0.349153036,-0.514457934,0.624239397,-0.97835305,-0.67543623,-0.55459158,-0.578419783,-0.819331214,-0.709073022,-0.764202118
25/08/2006,-1.108007208,-0.481343508,0.007810353,-0.465871852,-0.284405253,-0.741632998,-0.812228955,0.304771574,-0.517337016,0.453841554,-1.003840497,-0.564314269,-0.538325521,-0.517323021,-0.865439185,-0.762197423,-0.775227937
28/08/2006,-1.114021291,-0.414111146,0.019634978,-0.465871852,-0.261048078,-0.566172936,-0.817139693,0.041582463,-0.544688301,0.259963693,-1.019582744,-0.625587126,-0.504437898,-0.543263546,-0.865439185,-0.762197423,-0.691030772
29/08/2006,-1.120035374,-0.284337054,0.022945873,-0.263036863,-0.258643663,-0.646504049,-0.831871905,0.185012075,-0.551166237,0.488726152,-1.021831637,-0.715523217,-0.527481482,-0.555551163,-0.859425102,-0.762197423,-0.691030772
30/08/2006,-1.123042416,-0.005505168,0.021290426,-0.396328427,-0.242156245,-0.697239489,-0.792586005,0.900610306,-0.518776558,0.602101094,-1.00683902,-0.538766604,-0.435307149,-0.463052714,-0.85641806,-0.875462657,-0.691030772
31/08/2006,-1.131061193,-0.470398705,0.017743038,-0.564391704,-0.230477658,-0.796596392,-0.771306143,0.841998598,-0.503661374,0.667174286,-1.00608939,-0.595677664,-0.400064021,-0.676379395,-0.878469699,-0.894507254,-0.691030772
1/09/2006,-1.127051805,-0.663756891,0.008283338,-0.65711627,-0.122965957,0.572203494,-0.786038355,0.506108426,-0.533891741,0.162689334,-1.017333852,-0.659858385,-0.414974575,-0.761027422,-0.857420407,-0.891500212,-0.745157521
5/09/2006,-1.09998843,-0.670011064,0.034770498,-0.222469865,-0.082434389,0.596514226,-0.79585983,0.949782148,-0.549726696,0.383401501,-1.009087913,-0.753325454,-0.400064021,-0.836118414,-0.857420407,-0.891500212,-0.745157521
6/09/2006,-1.117028333,-0.698154843,0.065514522,-0.535415277,-0.085182292,0.120869478,-0.818776605,0.872290707,-0.56484188,0.722184614,-1.030827206,-0.784688848,-0.427174119,-0.911892052,-0.821335908,-0.891500212,-0.745157521
7/09/2006,-1.107004861,-0.686167678,0.071426835,-0.529619991,-0.109226442,0.207542521,-0.786038355,1.178170557,-0.569160504,0.968389371,-1.017333852,-0.818129289,-0.402775031,-0.920766442,-0.854413366,-0.968680947,-0.643920454
8/09/2006,-1.12504711,-0.853987991,0.056291315,-0.373147285,-0.159032182,1.834247559,-0.784401443,0.357747541,-0.549006925,1.036816851,-1.021831637,-0.83578418,-0.4217521,-0.955581356,-0.858422755,-0.983716155,-0.643920454
11/09/2006,-1.12504711,-0.82532303,0.057946762,-0.30360386,-0.174489136,1.884982998,-0.800770568,0.575428042,-0.562682568,0.514218742,-1.036824253,-0.877325099,-0.432596139,-0.979473945,-0.858422755,-0.983716155,-0.586786663
12/09/2006,-1.142087013,-0.841479644,0.06338609,-0.390533142,-0.16590194,1.179971783,-0.838419555,1.082081171,-0.574918669,0.648390272,-1.051067238,-0.891656717,-0.48274982,-0.983569817,-0.922572976,-0.983716155,-0.586786663
13/09/2006,-1.128054152,-0.86805988,0.039027363,-0.30360386,-0.226699292,2.768625241,-0.838419555,0.447496718,-0.555484861,0.916062474,-1.042821299,-0.894149172,-0.522059462,-0.973330136,-0.927584712,-0.980709113,-0.586786663
14/09/2006,-1.094976694,-0.889949486,0.018925501,-0.234060436,-0.263795981,1.837418524,-0.84169338,0.181912417,-0.538210365,0.833546983,-1.036824253,-0.90806538,-0.54645855,-0.984935108,-0.947631656,-1.04285464,-0.809307742
15/09/2006,-1.088962611,-0.438606658,0.031932588,-0.396328427,-0.233912537,1.159889005,-0.722198768,-0.381661697,-0.530292888,-0.658440429,-0.983600466,0.33089255,-0.462417247,0.079650365,-0.970685641,-1.050873417,-0.839378158
18/09/2006,-1.061899237,-0.22544359,0.035479975,-0.744045551,-0.207120483,0.077532956,-0.682912868,-0.644991702,-0.537490595,-0.557140924,-0.973855265,0.097640286,-0.446151188,-0.129580445,-0.970685641,-1.050873417,-0.795274881
19/09/2006,-1.081946181,-0.312480833,0.02365535,-0.749840837,-0.233912537,0.00565775,-0.691097431,-0.732486583,-0.56556165,-0.607455247,-1.000092343,0.281874265,-0.372953923,0.360900262,-0.9676786,-1.050873417,-0.795274881
20/09/2006,-1.044859334,-0.392742721,-0.004014272,-0.460076566,-0.270665738,0.326982202,-0.678002131,-0.686132612,-0.570600045,-0.656427856,-0.985099727,0.187784082,-0.379731448,0.41141602,-0.979706766,-1.084953222,-0.795274881
21/09/2006,-1.019800654,-0.228570676,0.005208936,-0.628139843,-0.246621588,-0.031336842,-0.627257843,-0.521709864,-0.556924403,-0.596050667,-0.958862649,0.408989479,-0.305178678,0.686180786,-0.976699724,-1.103997819,-0.757185687
22/09/2006,-1.050873417,-0.193651543,-0.003541287,-0.332580287,-0.234599512,-0.200454974,-0.637079318,-0.542703,-0.589314082,-0.524268899,-0.985099727,0.076662122,-0.318733727,-0.034692737,-0.98171146,-1.109009555,-0.755180993
25/09/2006,-1.078939139,-0.361471856,-0.011818524,-0.628139843,-0.213303265,-0.10849699,-0.638716231,-0.640342215,-0.587874541,-0.558482639,-0.997843451,0.499964094,-0.34719933,0.250994355,-0.98171146,-1.109009555,-0.74916691
26/09/2006,-1.078939139,-0.422450044,-0.008271136,-0.755636122,-0.198533287,-0.186714126,-0.609251806,-0.651191017,-0.594352477,-0.619530685,-0.992596035,0.082270146,-0.297045649,0.233928221,-1.005767793,-1.109009555,-0.74916691
27/09/2006,-1.098986083,-0.410462879,-0.012528001,-0.744045551,-0.203685605,-0.282900064,-0.641990056,-0.735304453,-0.59795133,-0.561836927,-1.005339759,-0.0959404,-0.290268124,0.337007673,-1.018798307,-1.11803068,-0.74916691
28/09/2006,-1.081946181,-0.321340911,-0.002831809,-0.744045551,-0.215020704,-0.305096819,-0.578150468,-0.163417621,-0.574918669,-0.469258572,-0.974604896,0.556459744,-0.175050208,2.405081856,-1.007772488,-1.121037721,-0.675995564
29/09/2006,-1.083950875,-0.560041853,-0.078036423,0.026727408,-0.21570768,-0.240620531,-0.592882681,-0.353060311,-0.582836146,-0.425652824,-0.990347143,0.570375952,-0.188605257,2.228276702,-1.03182882,-1.11803068,-0.704061286
2/10/2006,-1.081946181,-0.754963582,-0.068576723,-0.141335869,-0.183763309,-0.039792748,-0.556870606,-0.581871401,-0.602989725,-0.488042586,-0.99709382,0.134819409,-0.172339198,0.847626419,-1.03182882,-1.11803068,-0.725110577
3/10/2006,-1.098986083,-0.720044449,-0.06739426,-0.147131155,-0.21570768,0.04370933,-0.574876643,-0.67007075,-0.623143303,-0.367288209,-1.005339759,0.195261447,-0.207582325,0.691641949,-1.029824126,-1.11803068,-0.725110577
4/10/2006,-1.052878112,-0.756527126,-0.077563438,-0.402123712,-0.224981852,-0.260703309,-0.512673969,-0.453940077,-0.613786284,-0.27269728,-0.967108588,0.728023743,-0.069320826,1.215913602,-1.065908625,-1.144091707,-0.725110577
5/10/2006,-1.029824126,-0.783107362,-0.065029335,-0.193493438,-0.191663529,-0.044020702,-0.540501481,0.114424417,-0.594352477,-0.401501949,-0.936373725,1.365469156,-0.074742845,2.067513715,-1.07492975,-1.177169165,-0.702056591
6/10/2006,-1.04285464,-0.782064999,-0.07496202,-0.628139843,-0.207807459,0.158921058,-0.535590744,-0.307410807,-0.585715229,0.101641288,-0.94087151,0.772472527,-0.074742845,0.907016567,-1.065908625,-1.16814804,-0.691030772
9/10/2006,-1.015791265,-0.83001366,-0.128882309,-0.349966144,-0.26551342,-0.058818538,-0.414459219,-0.150878097,-0.527413806,-0.017771374,-0.909387016,0.90041856,0.087917743,0.537705415,-1.065908625,-1.16814804,-0.561727983
10/10/2006,-1.044859334,-0.829492479,-0.144254322,-0.30360386,-0.297114304,-0.254361379,-0.509400144,-0.126503517,-0.561243026,0.085540704,-0.951366341,1.027533774,0.12587188,1.920062313,-1.059894542,-1.16814804,-0.561727983
11/10/2006,-1.04285464,-0.820111219,-0.164356184,-0.332580287,-0.294709889,-0.381199978,-0.470114244,-0.124108327,-0.561243026,0.036568096,-0.946118926,0.647642063,0.288532468,0.261575359,-1.051875765,-1.094976694,-0.561727983
12/10/2006,-0.982713808,-0.847733817,-0.206924833,-0.257241577,-0.280970374,-0.44356229,-0.376810231,0.320128969,-0.533891741,0.022480085,-0.893644769,1.416149078,0.204491164,1.01521586,-0.970685641,-1.170152734,-0.504594193
13/10/2006,-0.957655128,-0.870144604,-0.214019608,-0.413714283,-0.29127501,-0.732120104,-0.273684744,-0.131575684,-0.537490595,-0.263976131,-0.858412122,0.742563065,0.25871136,0.333935769,-0.952643392,-1.191202025,-0.506598887
16/10/2006,-0.91756124,0.354109788,-0.197465133,-0.460076566,-0.320471478,-0.510152554,-0.257315619,-0.238513872,-0.509419539,-0.645023276,-0.86590843,0.445960898,0.350885693,0.036985028,-0.952643392,-1.191202025,-0.506598887
17/10/2006,-0.897514296,0.553722147,-0.223479308,-0.587572845,-0.309479867,-0.662358874,-0.239309582,-0.182720035,-0.459035593,-0.522927183,-0.831425413,0.865108778,0.288532468,0.391619304,-0.950638697,-1.191202025,-0.506598887
18/10/2006,-0.90653542,0.509942935,-0.21520207,-0.761431407,-0.286809668,-0.733177092,-0.265500182,-0.392651392,-0.437442473,-0.505484885,-0.81943132,0.554798108,0.188225105,0.02196683,-0.99273728,-1.162133957,-0.506598887
19/10/2006,-0.915556545,0.432286952,-0.22466177,-0.686092697,-0.310853818,-0.698296477,-0.254041794,-0.420548311,-0.401453941,-0.394122515,-0.808936489,0.686275118,0.190936115,-0.054830776,-0.980709113,-1.135070582,-0.478533165
20/10/2006,-0.898516643,0.167005775,-0.233411992,-0.755636122,-0.318067063,-0.70252443,-0.268774007,-0.51593323,-0.423766831,-0.435715689,-0.813434274,0.3647484,0.147559958,-0.106711824,-0.983716155,-1.119033027,-0.451469791
23/10/2006,-0.873457963,0.299906954,-0.22749968,-0.604958702,-0.260361102,-0.659187909,-0.232761932,-0.276696018,-0.400014399,-0.621543258,-0.780450518,0.073754257,0.212624193,0.026404025,-0.983716155,-1.119033027,-0.298110669
24/10/2006,-0.846394588,0.503167581,-0.22466177,-0.622344558,-0.264826444,-0.695125512,-0.196749857,-0.29473039,-0.392816693,-0.563178642,-0.762459379,0.243864324,0.242445301,-0.190335884,-1.003763099,-1.119033027,-0.298110669
25/10/2006,-0.850403977,1.013403873,-0.22466177,-0.668706841,-0.258643663,-0.662358874,-0.173833082,-0.160458857,-0.392816693,-0.46389171,-0.766957164,0.133157772,0.211268688,0.138357867,-0.993739627,-1.119033027,-0.298110669
26/10/2006,-0.841382852,0.300949316,-0.217566995,-0.865746545,-0.200250726,-0.760658788,-0.172196169,-0.405050023,-0.361146784,-0.386743081,-0.749715656,-0.078077804,0.161115007,-0.084867172,-1.009777182,-1.137075277,-0.289089544
27/10/2006,-0.825345297,0.161793964,-0.298447429,-0.15292644,-0.243873685,-0.641219107,-0.139457919,-0.39096067,-0.328037334,-0.359908775,-0.726477101,-0.215370544,0.166537027,0.120609087,-0.997749016,-1.15010579,-0.223936976
30/10/2006,-0.786253756,0.625123957,-0.297501459,-0.158721725,-0.236316952,-0.70886636,-0.149279394,-0.319950331,-0.343152517,-0.396135088,-0.713733377,0.104909947,0.12587188,0.166687651,-0.997749016,-1.15010579,-0.1798337
31/10/2006,-0.8063007,0.475023802,-0.289224221,0.125247259,-0.224294877,-0.88009847,-0.203297507,0.210936484,-0.376981738,-0.297519013,-0.742219348,-0.236348708,0.028275527,1.300561629,-1.005767793,-1.15010579,-0.1798337
1/11/2006,-0.771218548,0.371308764,-0.279055044,0.049908549,-0.322188918,0.741321627,-0.123088795,-0.22005682,-0.328757104,-0.131817174,-0.69799113,-0.338331666,0.052674615,0.335983705,-0.9676786,-1.202227845,-0.1798337
2/11/2006,-0.74916691,0.783041829,-0.336522721,0.432397386,-0.349667947,1.252903978,-0.042880082,0.281946822,-0.328037334,-0.293493867,-0.68824593,-0.451738377,0.074362694,0.324378734,-0.963669211,-1.192204373,-0.145753895
3/11/2006,-0.747162215,0.280623253,-0.349529808,-0.112359442,-0.378864415,0.670503409,-0.057612295,-0.040417571,-0.313641921,-0.406197952,-0.685997037,-0.526304328,0.079784713,-0.01865057,-0.919565934,-1.197216109,-0.249998004
6/11/2006,-0.737138743,0.12687483,-0.374834505,-0.373147285,-0.390886491,0.684244257,-0.04779082,-0.144678782,-0.322998939,-0.443765981,-0.685247407,-0.678551799,0.109605821,-0.225150798,-0.919565934,-1.197216109,-0.309136488
7/11/2006,-0.728117619,0.24101349,-0.392098457,-0.460076566,-0.399473687,1.442104889,0.006227293,0.427067157,-0.314361691,-0.32703675,-0.668755529,-0.682705891,0.104183801,0.709390729,-0.961664516,-1.197216109,-0.309136488
8/11/2006,-0.692033119,0.525578368,-0.407943454,-0.193493438,-0.394321369,1.387141496,0.05042393,1.008675643,-0.309323297,-0.446449411,-0.634272512,-0.707630442,0.142137939,1.210111116,-0.963669211,-1.216260705,-0.309136488
9/11/2006,-0.719096494,0.331699001,-0.371996595,-0.239855721,-0.379551391,1.843760454,0.001316555,0.955699676,-0.309323297,-0.196890366,-0.66050959,-0.736293677,0.055385625,1.330598026,-0.959659822,-1.204232539,-0.29410128
10/11/2006,-0.747162215,-0.017492333,-0.411490842,-0.599163416,-0.385734173,1.61862194,-0.04124317,0.227421027,-0.307883755,-0.337770472,-0.67925036,-0.797774238,0.014720478,0.928178574,-0.947631656,-1.164138651,-0.254007392
13/11/2006,-0.784249062,0.333783725,-0.435140091,-0.547005847,-0.384016733,1.483327434,-0.04779082,0.714912636,-0.289169718,-0.344479049,-0.693493345,-0.831214679,-0.004256591,0.740451094,-0.947631656,-1.164138651,-0.274054336
14/11/2006,-0.758188035,0.284792702,-0.450512104,-0.512234135,-0.380581855,0.331210155,0.03732863,0.758730523,-0.238066002,-0.217686953,-0.665007375,-0.875248053,0.047252596,0.661264229,-0.900521337,-1.164138651,-0.274054336
15/11/2006,-0.777232631,0.252479474,-0.448856656,-0.628139843,-0.35069841,0.602856156,0.04387628,0.551053462,-0.260378892,-0.029175954,-0.64176882,0.440560578,0.020142498,0.155424002,-0.900521337,-1.166143345,-0.274054336
16/11/2006,-0.802291311,0.547989155,-0.439396956,-0.703478553,-0.30261011,0.266733867,0.001316555,-0.21287125,-0.267576598,-0.270684707,-0.663508113,-0.205608428,-0.048988252,-0.149718484,-0.968680947,-1.139079971,-0.299113016
